"fl_id,""eta"",""etd"",""landing"",""airborne"",""checkin_open"",""seat_f"",""seat_j"",""seat_y"",""book_load_f"",""book_load_j"",""book_load_y"",""final_f"",""final_j"",""final_y"",""final_a"",""final_c"",""final_i"",""bag_pcs"",""bag_kg"",""counter_no"",""counter_island"",""controller_id"",""supervisor_id"",""checkin_total_staff_deploy"",""checkin_closed"",""boardingstart"",""gate_f"",""gate_j"",""gate_y"",""gate_a"",""gate_c"",""gate_i"",""gate_staff_deploy"",""gate_no"",""boarding_finish"",""chock_on"",""chock_off"",""pax_door_open"",""pax_door_close"",""cargo_door_open"",""cargo_door_close"",""unloading_start"",""unloading_finish"",""loading_start"",""loading_finish"""
"308,""2025-09-28 16:20:00.000"",""2025-09-28 16:50:00.000"",""2025-09-28 16:14:00.000"",""2025-09-28 17:45:00.000"",""2025-09-28 14:00:00.000"",""0"",""0"",""174"",""0"",""0"",""129"",""0"",""0"",""129"",""121"",""7"",""1"",""86"",""1051"",""4"",""E14-E17"",""2504178"",""1912526"",""4"",""2025-09-28 16:20:00.000"",""2025-09-28 17:17:00.000"",""0"",""0"",""129"",""121"",""7"",""1"",""4"",""26"",""2025-09-28 17:26:00.000"",""2025-09-28 16:24:00.000"",""2025-09-28 17:35:00.000"",""2025-09-28 16:26:00.000"",""2025-09-28 17:30:00.000"",""2025-09-28 16:26:00.000"",""2025-09-28 17:05:00.000"",""2025-09-28 16:29:00.000"",""2025-09-28 16:39:00.000"",""2025-09-28 16:42:00.000"",""2025-09-28 16:55:00.000"""
"309,""2025-09-28 12:35:00.000"",""2025-09-28 13:25:00.000"",""2025-09-28 12:30:00.000"",""2025-09-28 14:10:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 12:42:00.000"",""2025-09-28 13:53:00.000"",""2025-09-28 12:44:00.000"",""2025-09-28 13:38:00.000"",""2025-09-28 12:43:00.000"",""2025-09-28 13:35:00.000"",""2025-09-28 12:44:00.000"",""2025-09-28 12:54:00.000"",""2025-09-28 12:55:00.000"",""2025-09-28 13:20:00.000"""
"310,""2025-09-28 12:05:00.000"",""2025-09-28 13:25:00.000"",""2025-09-28 12:05:00.000"",""2025-09-28 13:17:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 12:08:00.000"",""2025-09-28 13:11:00.000"",""2025-09-28 12:10:00.000"",""2025-09-28 13:08:00.000"",""2025-09-28 12:11:00.000"",""2025-09-28 13:09:00.000"",""2025-09-28 12:12:00.000"",""2025-09-28 12:20:00.000"",""2025-09-28 12:54:00.000"",""2025-09-28 13:01:00.000"""
"311,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"312,""2025-09-28 11:50:00.000"",""2025-09-28 13:05:00.000"",""2025-09-28 11:48:00.000"",""2025-09-28 13:16:00.000"",""2025-09-28 10:05:00.000"","""",""36"",""301"","""",""34"","""","""",""35"",""281"",""302"",""14"",""2"",""319"",""5264"",""C01-C09"",""C"",""2208864"",""1109018"",""9"",""2025-09-28 12:05:00.000"",""2025-09-28 12:27:00.000"","""",""35"",""381"",""302"",""14"",""2"",""7"",""6"",""2025-09-28 12:55:00.000"",""2025-09-28 11:51:00.000"",""2025-09-28 13:00:00.000"",""2025-09-28 11:53:00.000"",""2025-09-28 12:59:00.000"",""2025-09-28 11:54:00.000"",""2025-09-28 12:57:00.000"",""2025-09-28 11:56:00.000"",""2025-09-28 12:10:00.000"",""2025-09-28 12:23:00.000"",""2025-09-28 12:41:00.000"""
"313,""2025-09-28 12:05:00.000"",""2025-09-28 13:05:00.000"",""2025-09-28 11:59:00.000"",""2025-09-28 13:13:00.000"",""2025-09-28 09:30:00.000"",""0"",""28"",""269"",""0"",""23"",""243"",""0"",""24"",""243"",""251"",""12"",""3"",""256"",""3951"",""6"",""D"",""2402048"",""2211396"",""7"",""2025-09-28 12:15:00.000"",""2025-09-28 12:30:00.000"",""0"",""24"",""243"",""251"",""12"",""3"",""4"",""3"",""2025-09-28 12:48:00.000"",""2025-09-28 12:03:00.000"",""2025-09-28 13:01:00.000"",""2025-09-28 12:06:00.000"",""2025-09-28 12:53:00.000"",""2025-09-28 12:06:00.000"",""2025-09-28 12:52:00.000"",""2025-09-28 12:08:00.000"",""2025-09-28 12:16:00.000"",""2025-09-28 12:18:00.000"",""2025-09-28 12:42:00.000"""
"314,""2025-09-28 07:20:00.000"",""2025-09-28 12:55:00.000"",""2025-09-28 09:43:00.000"",""2025-09-28 13:00:00.000"",""2025-09-28 09:47:00.000"",""0"",""0"",""174"",""0"",""0"",""148"",""0"",""0"",""141"",""132"",""8"",""1"",""131"",""1908"",""5"",""B6-10"",""2404135"",""2204393"",""4"",""2025-09-28 11:56:00.000"",""2025-09-28 12:20:00.000"",""0"",""0"",""141"",""132"",""8"",""1"",""3"",""6A"",""2025-09-28 12:36:00.000"",""2025-09-28 09:45:00.000"",""2025-09-28 12:50:00.000"",""2025-09-28 09:47:00.000"",""2025-09-28 12:46:00.000"",""2025-09-28 09:49:00.000"",""2025-09-28 12:49:00.000"",""2025-09-28 09:51:00.000"",""2025-09-28 10:19:00.000"",""2025-09-28 11:24:00.000"",""2025-09-28 12:44:00.000"""
"315,""2025-09-28 12:10:00.000"",""2025-09-28 12:45:00.000"",""2025-09-28 11:51:00.000"",""2025-09-28 13:22:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 11:54:00.000"",""2025-09-28 12:37:00.000"",""2025-09-28 11:56:00.000"",""2025-09-28 12:36:00.000"",""2025-09-28 11:55:00.000"",""2025-09-28 12:28:00.000"",""2025-09-28 11:56:00.000"",""2025-09-28 12:12:00.000"",""2025-09-28 12:13:00.000"",""2025-09-28 12:25:00.000"""
"316,""2025-09-28 11:50:00.000"",""2025-09-28 12:20:00.000"",""2025-09-28 11:40:00.000"",""2025-09-28 12:40:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 11:50:00.000"",""2025-09-28 12:28:00.000"",""2025-09-28 11:52:00.000"",""2025-09-28 12:19:00.000"",""2025-09-28 11:52:00.000"",""2025-09-28 12:24:00.000"",""2025-09-28 11:53:00.000"",""2025-09-28 12:00:00.000"",""2025-09-28 12:02:00.000"",""2025-09-28 12:10:00.000"""
"317,""2025-09-28 11:20:00.000"",""2025-09-28 12:15:00.000"",""2025-09-28 11:04:00.000"",""2025-09-28 12:45:00.000"",""2025-09-28 09:00:00.000"",""0"",""12"",""162"",""0"",""12"",""162"",""0"",""12"",""158"",""163"",""7"",""0"",""187"",""2549"",""4"",""C"",""1912479"",""1912532"",""4"",""2025-09-28 11:15:00.000"",""2025-09-28 11:38:00.000"",""0"",""12"",""158"",""163"",""7"",""0"",""3"",""5"",""2025-09-28 11:55:00.000"",""2025-09-28 11:19:00.000"",""2025-09-28 12:12:00.000"",""2025-09-28 11:20:00.000"",""2025-09-28 12:10:00.000"",""2025-09-28 11:21:00.000"",""2025-09-28 12:03:00.000"",""2025-09-28 11:23:00.000"",""2025-09-28 11:37:00.000"",""2025-09-28 11:38:00.000"",""2025-09-28 11:59:00.000"""
"318,""2025-09-28 11:09:00.000"",""2025-09-28 12:15:00.000"",""2025-09-28 11:14:00.000"",""2025-09-28 13:10:00.000"",""2025-09-28 09:15:00.000"",""0"",""8"",""180"",""0"",""3"",""109"",""0"",""3"",""106"",""102"",""6"",""1"",""114"",""1928"",""3"",""B2-B3"",""2209965"",""9411624"",""8"",""2025-09-28 11:15:00.000"",""2025-09-28 12:00:00.000"",""0"",""3"",""105"",""102"",""6"",""1"",""5"",""2"",""2025-09-28 12:20:00.000"",""2025-09-28 11:28:00.000"",""2025-09-28 12:25:00.000"",""2025-09-28 11:30:00.000"",""2025-09-28 12:22:00.000"",""2025-09-28 11:31:00.000"",""2025-09-28 12:16:00.000"",""2025-09-28 11:34:00.000"",""2025-09-28 11:43:00.000"",""2025-09-28 11:45:00.000"",""2025-09-28 12:05:00.000"""
"319,""2025-09-28 11:06:00.000"",""2025-09-28 12:10:00.000"",""2025-09-28 11:04:00.000"",""2025-09-28 12:21:00.000"",""2025-09-28 09:10:00.000"","""",""36"",""301"","""",""33"",""291"","""",""32"",""292"",""301"",""23"",""3"",""322"",""5292"",""15"",""B & C"",""2204388"",""1008006"",""19"",""2025-09-28 11:10:00.000"",""2025-09-28 11:45:00.000"",""0"",""32"",""292"",""301"",""23"",""3"",""7"",""4"",""2025-09-28 12:00:00.000"",""2025-09-28 11:09:00.000"",""2025-09-28 12:09:00.000"",""2025-09-28 11:12:00.000"",""2025-09-28 12:07:00.000"",""2025-09-28 11:13:00.000"",""2025-09-28 12:03:00.000"",""2025-09-28 11:14:00.000"",""2025-09-28 11:24:00.000"",""2025-09-28 11:25:00.000"",""2025-09-28 11:51:00.000"""
"320,""2025-09-28 09:50:00.000"",""2025-09-28 11:55:00.000"",""2025-09-28 10:38:00.000"",""2025-09-28 11:55:00.000"",""2025-09-28 08:00:00.000"",""0"",""0"",""174"",""0"",""0"",""140"",""0"",""0"",""133"",""122"",""10"",""1"",""99"",""1301"",""4"",""E19-E22"",""2201034"",""2207566"",""5"",""2025-09-28 10:55:00.000"",""2025-09-28 11:11:00.000"",""0"",""0"",""133"",""122"",""10"",""1"",""4"",""1"",""2025-09-28 11:38:00.000"",""2025-09-28 10:48:00.000"",""2025-09-28 11:45:00.000"",""2025-09-28 10:49:00.000"",""2025-09-28 11:40:00.000"",""2025-09-28 10:49:00.000"",""2025-09-28 11:38:00.000"",""2025-09-28 10:50:00.000"",""2025-09-28 11:06:00.000"",""2025-09-28 10:54:00.000"",""2025-09-28 11:37:00.000"""
"321,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"322,""2025-09-28 10:30:00.000"",""2025-09-28 15:20:00.000"",""2025-09-28 10:16:00.000"",""2025-09-28 15:33:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 10:25:00.000"",""2025-09-28 15:19:00.000"",""2025-09-28 10:28:00.000"",""2025-09-28 15:05:00.000"",""2025-09-28 10:26:00.000"",""2025-09-28 15:15:00.000"",""2025-09-28 10:27:00.000"",""2025-09-28 10:45:00.000"",""2025-09-28 14:35:00.000"",""2025-09-28 15:02:00.000"""
"323,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"324,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"325,""2025-09-28 12:10:00.000"",""2025-09-28 12:35:00.000"",""2025-09-28 12:25:00.000"",""2025-09-28 14:04:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 12:35:00.000"",""2025-09-28 13:19:00.000"",""2025-09-28 12:36:00.000"",""2025-09-28 12:59:00.000"",""2025-09-28 12:36:00.000"",""2025-09-28 12:57:00.000"",""2025-09-28 12:37:00.000"",""2025-09-28 12:45:00.000"",""2025-09-28 12:46:00.000"",""2025-09-28 12:55:00.000"""
"326,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"327,""2025-09-28 10:15:00.000"",""2025-09-28 11:50:00.000"",""2025-09-28 10:22:00.000"",""2025-09-28 11:51:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 10:26:00.000"",""2025-09-28 11:46:00.000"",""2025-09-28 10:28:00.000"",""2025-09-28 11:42:00.000"",""2025-09-28 10:29:00.000"",""2025-09-28 11:30:00.000"",""2025-09-28 10:30:00.000"",""2025-09-28 10:40:00.000"",""2025-09-28 10:42:00.000"",""2025-09-28 11:20:00.000"""
"328,""2025-09-28 11:07:00.000"",""2025-09-28 11:45:00.000"",""2025-09-28 11:07:00.000"",""2025-09-28 12:17:00.000"",""2025-09-28 09:00:00.000"",""0"",""0"",""95"",""0"",""0"",""95"",""0"",""0"",""95"",""95"",""0"",""0"",""113"",""1334"",""4"",""E14-18"",""2406361"",""1107027"",""5"",""2025-09-28 11:15:00.000"",""2025-09-28 11:36:00.000"",""0"",""0"",""95"",""95"",""0"",""0"",""4"",""26"",""2025-09-28 11:48:00.000"",""2025-09-28 11:22:00.000"",""2025-09-28 11:55:00.000"",""2025-09-28 11:24:00.000"",""2025-09-28 11:50:00.000"",""2025-09-28 11:24:00.000"",""2025-09-28 11:48:00.000"",""2025-09-28 11:25:00.000"",""2025-09-28 11:36:00.000"",""2025-09-28 11:37:00.000"",""2025-09-28 11:47:00.000"""
"329,""2025-09-28 10:55:00.000"",""2025-09-28 11:31:00.000"",""2025-09-28 10:51:00.000"",""2025-09-28 11:43:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 10:56:00.000"",""2025-09-28 11:30:00.000"",""2025-09-28 10:58:00.000"",""2025-09-28 11:29:00.000"",""2025-09-28 10:57:00.000"",""2025-09-28 11:21:00.000"",""2025-09-28 10:59:00.000"",""2025-09-28 11:07:00.000"",""2025-09-28 11:08:00.000"",""2025-09-28 11:15:00.000"""
"330,""2025-09-28 11:00:00.000"",""2025-09-28 11:43:00.000"",""2025-09-28 11:15:00.000"",""2025-09-28 12:10:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 11:17:00.000"",""2025-09-28 12:02:00.000"",""2025-09-28 11:19:00.000"",""2025-09-28 12:00:00.000"",""2025-09-28 11:20:00.000"",""2025-09-28 11:58:00.000"",""2025-09-28 11:21:00.000"",""2025-09-28 11:42:00.000"",""2025-09-28 11:43:00.000"",""2025-09-28 11:51:00.000"""
"331,""2025-09-28 09:58:00.000"",""2025-09-28 11:15:00.000"",""2025-09-28 09:52:00.000"",""2025-09-28 11:22:00.000"",""2025-09-28 08:15:00.000"",""0"",""42"",""211"",""0"",""42"",""205"",""0"",""40"",""202"",""220"",""22"",""2"",""243"",""3477"",""12"",""C14-25"",""1001013"",""1001008"",""17"",""2025-09-28 10:15:00.000"",""2025-09-28 10:40:00.000"",""0"",""40"",""202"",""220"",""22"",""2"",""6"",""8"",""2025-09-28 10:58:00.000"",""2025-09-28 10:04:00.000"",""2025-09-28 11:05:00.000"",""2025-09-28 10:07:00.000"",""2025-09-28 11:00:00.000"",""2025-09-28 10:07:00.000"",""2025-09-28 11:00:00.000"",""2025-09-28 10:11:00.000"",""2025-09-28 10:28:00.000"",""2025-09-28 10:30:00.000"",""2025-09-28 10:47:00.000"""
"332,""2025-09-28 11:26:00.000"",""2025-09-28 11:59:00.000"",""2025-09-28 11:16:00.000"",""2025-09-28 16:05:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 11:27:00.000"",""2025-09-28 16:05:00.000"",""2025-09-28 11:28:00.000"",""2025-09-27 23:51:00.000"",""2025-09-28 11:28:00.000"",""2025-09-28 11:52:00.000"",""2025-09-28 11:29:00.000"",""2025-09-28 11:35:00.000"",""2025-09-28 11:36:00.000"",""2025-09-28 11:45:00.000"""
"333,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"334,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"335,""2025-09-28 10:40:00.000"",""2025-09-28 11:35:00.000"",""2025-09-28 10:29:00.000"",""2025-09-28 11:43:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 10:39:00.000"",""2025-09-28 11:31:00.000"",""2025-09-28 10:41:00.000"",""2025-09-28 11:23:00.000"",""2025-09-28 10:40:00.000"",""2025-09-28 11:17:00.000"",""2025-09-28 10:41:00.000"",""2025-09-28 10:52:00.000"",""2025-09-28 10:53:00.000"",""2025-09-28 11:16:00.000"""
"336,""2025-09-28 10:10:00.000"",""2025-09-28 11:10:00.000"",""2025-09-28 10:00:00.000"",""2025-09-28 11:25:00.000"",""2025-09-28 08:00:00.000"",""0"",""12"",""162"",""0"",""12"",""162"",""0"",""12"",""160"",""162"",""10"",""3"",""177"",""2121"",""4"",""C"",""1912479"",""1912543"",""4"",""2025-09-28 10:10:00.000"",""2025-09-28 10:39:00.000"",""0"",""12"",""160"",""162"",""10"",""3"",""3"",""5"",""2025-09-28 10:52:00.000"",""2025-09-28 10:13:00.000"",""2025-09-28 11:10:00.000"",""2025-09-28 10:15:00.000"",""2025-09-28 11:08:00.000"",""2025-09-28 10:14:00.000"",""2025-09-28 11:02:00.000"",""2025-09-28 10:15:00.000"",""2025-09-28 10:27:00.000"",""2025-09-28 10:28:00.000"",""2025-09-28 10:55:00.000"""
"337,""2025-09-28 12:30:00.000"",""2025-09-28 13:00:00.000"",""2025-09-28 12:32:00.000"",""2025-09-28 13:36:00.000"",""2025-09-28 10:00:00.000"",""0"",""0"",""195"",""0"",""0"",""176"",""0"",""0"",""176"",""164"",""10"",""2"",""185"",""2220"",""4"",""E"",""2302257"",""1912526"",""4"",""2025-09-28 12:10:00.000"",""2025-09-28 13:01:00.000"",""0"",""0"",""176"",""164"",""10"",""2"",""4"",""4"",""2025-09-28 13:21:00.000"",""2025-09-28 12:42:00.000"",""2025-09-28 13:26:00.000"",""2025-09-28 12:44:00.000"",""2025-09-28 13:24:00.000"",""2025-09-28 12:42:00.000"",""2025-09-28 13:08:00.000"",""2025-09-28 12:43:00.000"",""2025-09-28 12:53:00.000"",""2025-09-28 12:54:00.000"",""2025-09-28 13:06:00.000"""
"338,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"339,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"340,""2025-09-28 07:59:00.000"",""2025-09-28 10:30:00.000"",""2025-09-28 07:59:00.000"",""2025-09-28 10:39:00.000"",""2025-09-28 08:00:00.000"",""0"",""0"",""174"",""0"",""0"",""112"",""0"",""0"",""116"",""101"",""13"",""2"",""82"",""1095"",""4"",""E14-18"",""2406361"",""1107027"",""5"",""2025-09-28 10:00:00.000"",""2025-09-28 10:03:00.000"",""0"",""0"",""116"",""101"",""13"",""2"",""4"",""26"",""2025-09-28 10:17:00.000"",""2025-09-28 08:02:00.000"",""2025-09-28 10:24:00.000"",""2025-09-28 08:04:00.000"",""2025-09-28 10:19:00.000"",""2025-09-28 08:17:00.000"",""2025-09-28 10:15:00.000"",""2025-09-28 08:18:00.000"",""2025-09-28 08:36:00.000"",""2025-09-28 09:50:00.000"",""2025-09-28 10:12:00.000"""
"341,""2025-09-28 09:30:00.000"",""2025-09-28 10:25:00.000"",""2025-09-28 09:28:00.000"",""2025-09-28 10:34:00.000"",""2025-09-28 08:25:00.000"",""0"",""0"",""174"",""0"",""0"",""96"",""0"",""0"",""96"",""92"",""3"",""1"",""70"",""830"",""5"",""41-45"",""2310019"",""906003"",""5"",""2025-09-28 09:52:00.000"",""2025-09-28 09:46:00.000"",""95"",""0"",""0"",""91"",""3"",""1"",""4"",""1"",""2025-09-28 10:14:00.000"",""2025-09-28 09:32:00.000"",""2025-09-28 10:23:00.000"",""2025-09-28 09:34:00.000"",""2025-09-28 10:18:00.000"",""2025-09-28 09:35:00.000"",""2025-09-28 10:19:00.000"",""2025-09-28 09:36:00.000"",""2025-09-28 09:44:00.000"",""2025-09-28 09:46:00.000"",""2025-09-28 10:02:00.000"""
"342,""2025-09-28 09:05:00.000"",""2025-09-28 10:10:00.000"",""2025-09-28 08:59:00.000"",""2025-09-28 10:13:00.000"",""2025-09-28 07:00:00.000"",""0"",""40"",""263"",""0"",""40"",""262"",""0"",""40"",""260"",""277"",""23"",""1"",""297"",""4217"",""9"",""9"",""1910042"",""1005006"",""9"",""2025-09-28 09:30:00.000"",""2025-09-28 09:40:00.000"",""0"",""40"",""261"",""277"",""23"",""1"",""8"",""6"",""2025-09-28 09:58:00.000"",""2025-09-28 09:05:00.000"",""2025-09-28 10:04:00.000"",""2025-09-28 09:09:00.000"",""2025-09-28 10:02:00.000"",""2025-09-28 09:07:00.000"",""2025-09-28 10:00:00.000"",""2025-09-28 09:10:00.000"",""2025-09-28 09:20:00.000"",""2025-09-28 09:24:00.000"",""2025-09-28 09:50:00.000"""
"343,""2025-09-28 09:10:00.000"",""2025-09-28 09:50:00.000"",""2025-09-28 09:09:00.000"",""2025-09-28 10:00:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 09:18:00.000"",""2025-09-28 09:53:00.000"",""2025-09-28 09:20:00.000"",""2025-09-28 09:51:00.000"",""2025-09-28 09:20:00.000"",""2025-09-28 09:48:00.000"",""2025-09-28 09:21:00.000"",""2025-09-28 09:28:00.000"",""2025-09-28 09:30:00.000"",""2025-09-28 09:38:00.000"""
"344,""2025-09-28 09:07:00.000"",""2025-09-28 10:05:00.000"",""2025-09-28 09:02:00.000"",""2025-09-28 10:32:00.000"",""2025-09-28 07:05:00.000"","""",""36"",""301"","""",""35"",""288"","""",""36"",""286"",""317"",""5"",""2"",""325"",""5334"",""9"",""C"",""2211393"",""9513729"",""10"",""2025-09-28 09:05:00.000"",""2025-09-28 09:41:00.000"",""0"",""36"",""286"",""317"",""5"",""2"",""7"",""5"",""2025-09-28 09:56:00.000"",""2025-09-28 09:07:00.000"",""2025-09-28 10:13:00.000"",""2025-09-28 09:09:00.000"",""2025-09-28 10:10:00.000"",""2025-09-28 09:10:00.000"",""2025-09-28 09:58:00.000"",""2025-09-28 09:13:00.000"",""2025-09-28 09:27:00.000"",""2025-09-28 09:31:00.000"",""2025-09-28 09:52:00.000"""
"345,""2025-09-27 23:40:00.000"",""2025-09-28 10:05:00.000"",""2025-09-27 23:46:00.000"",""2025-09-28 10:52:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-27 23:55:00.000"",""2025-09-28 10:20:00.000"",""2025-09-27 23:57:00.000"",""2025-09-28 10:15:00.000"",""2025-09-27 23:56:00.000"",""2025-09-28 09:57:00.000"",""2025-09-27 23:57:00.000"",""2025-09-28 00:15:00.000"",""2025-09-28 09:28:00.000"",""2025-09-28 09:42:00.000"""
